timestamp,temperature,rpm,pressure,rul
2024-08-03 00:00:00,47.483570765056164,1103.8856064879187,1.215767551933627,1576800
2024-08-03 00:05:00,44.308678494144075,1289.0028706126257,1.3125794966370117,1576785
2024-08-03 00:10:00,48.23844269050346,1382.5943187414828,1.2682203906566745,1576785
2024-08-03 00:15:00,52.61514928204013,1529.9337821849383,0.9444171603614164,1576740
2024-08-03 00:20:00,43.82923312638332,1704.8324653213756,1.1627559395944145,1576725
2024-08-03 00:25:00,43.8293152152541,1638.8271886743528,1.3305559098168487,1576725
2024-08-03 00:30:00,52.896064077536955,1264.135040310503,1.283608064487586,1576706
2024-08-03 00:35:00,48.837173645764544,1425.6575475668694,1.043625915890555,1576706
2024-08-03 00:40:00,42.65262807032524,1515.2751177405132,1.283180694852888,1576706
2024-08-03 00:45:00,47.712800217929825,1447.5585751107,1.3829778503608878,1576706
2024-08-03 00:50:00,42.68291153593769,1446.1409548263412,1.00474019275791,1576706
2024-08-03 00:55:00,42.671351232148716,1155.4513350691457,0.8079532522774862,1576661
2024-08-03 01:00:00,46.20981135783017,1269.453169772072,1.554812677281437,1576593
2024-08-03 01:05:00,35.43359877671101,1419.4120301721453,1.2630669828155487,1576592
2024-08-03 01:10:00,36.375410837434835,881.3548650109675,1.108541634221761,1576579
2024-08-03 01:15:00,42.188562353795135,1628.128864001971,1.1016889410078754,1576579
2024-08-03 01:20:00,39.93584439832788,1225.464180057786,1.2293581075047544,1576569
2024-08-03 01:25:00,46.57123666297637,1637.3676266530276,1.4082036821043118,1576550
2024-08-03 01:30:00,40.45987962239394,1619.783200894182,0.8980423726257027,1576505
2024-08-03 01:35:00,37.93848149332354,1391.261391377523,1.1198110880352512,1576504
2024-08-03 01:40:00,52.32824384460777,1700.1096651403075,1.5307934839909147,1576431
2024-08-03 01:45:00,43.87111849756732,1648.6394689849867,1.3649237911640202,1576431
2024-08-03 01:50:00,45.337641023439616,1438.207705833072,1.3478615441109518,1576431
2024-08-03 01:55:00,37.87625906893272,1415.6480769616603,1.2815393022757788,1576430
2024-08-03 02:00:00,42.27808637737409,1719.4465571328712,1.2620962553065007,1576405
2024-08-03 02:05:00,45.554612948549334,1546.4027678815328,1.106364979235651,1576405
2024-08-03 02:10:00,39.24503211288849,1708.9394336736284,1.088356696487195,1576396
2024-08-03 02:15:00,46.87849009172836,1022.2051851294526,1.3612264895120731,1576371
2024-08-03 02:20:00,41.99680655040598,1519.6970194038925,1.0920784872225446,1576371
2024-08-03 02:25:00,43.54153125103362,1184.5181826061255,1.2567665163589723,1576358
2024-08-03 02:30:00,41.991466938853016,1494.8422985026473,1.2303470982650122,1576358
2024-08-03 02:35:00,54.26139092254469,1642.7640416691768,1.6383775164968395,1576346
2024-08-03 02:40:00,44.93251387631033,1847.8280291498206,1.1679155407326622,1576320
2024-08-03 02:45:00,39.7114453552205,1312.3666543125628,1.4336926624504005,1576287
2024-08-03 02:50:00,49.11272456051594,1394.8590389396034,1.3414610211327829,1576287
2024-08-03 02:55:00,38.89578175014489,1480.8934185848925,1.1765514225175335,1576286
2024-08-03 03:00:00,46.04431797502378,1305.093779707622,0.951202532847888,1576243
2024-08-03 03:05:00,35.201649380601125,1695.7119457578515,1.1894072883780704,1576242
2024-08-03 03:10:00,38.359069755507846,1485.9810909268754,1.37984728534944,1576241
2024-08-03 03:15:00,45.984306179345616,1524.3914046752093,0.9550364839541671,1576219
2024-08-03 03:20:00,48.69233289997705,1624.0346253548319,1.3671419003070602,1576219
2024-08-03 03:25:00,45.85684140594985,1485.6576967249182,1.468577374084235,1576190
2024-08-03 03:30:00,44.4217585880588,1336.492174364827,1.2192014139823797,1576190
2024-08-03 03:35:00,43.494481522053555,1487.3959523403066,1.3827393402847008,1576190
2024-08-03 03:40:00,37.60739004816286,1328.7637280973222,1.228050896585186,1576189
2024-08-03 03:45:00,41.40077895802646,1521.5961778232972,1.3142762881853054,1576189
2024-08-03 03:50:00,42.696806145201066,1699.3875441603593,1.4987160571510338,1576157
2024-08-03 03:55:00,50.285611131094576,1265.0043415455336,0.8892048099510879,1576083
2024-08-03 04:00:00,46.718091447842305,1193.5257997115814,1.0469562214392365,1576055
2024-08-03 04:05:00,36.18479922318633,1509.849987183935,1.4501362875846708,1576022
2024-08-03 04:10:00,46.620419846973974,1346.4400766512188,1.4870241182607784,1576009
2024-08-03 04:15:00,43.07458859791842,1506.3490548823938,0.9184148125263065,1575986
2024-08-03 04:20:00,41.61538999847021,1564.0807041219402,1.5124607195614763,1575960
2024-08-03 04:25:00,48.058381444204336,1071.262754214292,0.6855721167519868,1575875
2024-08-03 04:30:00,50.154997612479754,1637.9698855317083,1.3251179037390157,1575874
2024-08-03 04:35:00,49.65640059558099,1266.0662994089503,1.2437588570670006,1575860
2024-08-03 04:40:00,40.80391238388681,1495.530409887062,1.05337747155473,1575860
2024-08-03 04:45:00,43.45393812074393,1368.123532912314,1.0656907752718514,1575860
2024-08-03 04:50:00,46.65631715701782,1389.6085970431411,1.0730632584314839,1575860
2024-08-03 04:55:00,49.877725635611796,1838.7915879235977,1.1591695158592632,1575830
2024-08-03 05:00:00,42.60412881077355,1563.8535041591322,1.5972070749183258,1575795
2024-08-03 05:05:00,44.07170511668092,1680.9376805907182,1.364620727494775,1575795
2024-08-03 05:10:00,39.468325129969855,1530.1882708405485,1.486880826013847,1575776
2024-08-03 05:15:00,39.01896687959665,1624.0027149309908,1.1355845690230542,1575775
2024-08-03 05:20:00,49.06262911197099,1583.4756724286904,1.2460517848114325,1575775
2024-08-03 05:25:00,51.78120014285412,1550.8912289373652,0.9856810725766322,1575744
2024-08-03 05:30:00,44.63994939209833,1721.431181832936,1.1443110558482594,1575727
2024-08-03 05:35:00,50.01766448946012,1531.301090768854,1.0895000845870932,1575726
2024-08-03 05:40:00,46.808180125238174,1957.029714443541,1.2977278448336413,1575692
2024-08-03 05:45:00,41.774401226974376,1692.1063145624876,1.0586291220455015,1575692
2024-08-03 05:50:00,46.80697802754207,1272.091860452062,1.0326270136065088,1575667
2024-08-03 05:55:00,52.690182832329846,1464.6900582034036,1.2792701838490297,1575666
2024-08-03 06:00:00,44.82086980445024,1579.4155198981337,1.1892966066256356,1575666
2024-08-03 06:05:00,52.82321827907003,1508.8993671424073,1.0598931882859817,1575665
2024-08-03 06:10:00,31.901274479551276,1637.3746837944336,1.0306711737757699,1575663
2024-08-03 06:15:00,49.10951252187612,1659.4033409667747,1.0598260448984034,1575663
2024-08-03 06:20:00,45.435235341190854,1228.082602840207,1.3629229053797391,1575650
2024-08-03 06:25:00,43.50496324767066,1756.215508943299,1.2835056284725201,1575641
2024-08-03 06:30:00,45.458803882677515,1400.636506902791,1.048964574964714,1575641
2024-08-03 06:35:00,35.06215542699554,1380.8190988270485,1.0569218358124077,1575639
2024-08-03 06:40:00,43.90164056081244,1380.1755214588918,0.9705333395925928,1575614
2024-08-03 06:45:00,46.78556285755873,1661.7152811981166,1.1213483468711225,1575614
2024-08-03 06:50:00,52.38947022370758,1446.5864603704429,1.2245908505497982,1575613
2024-08-03 06:55:00,42.40864890863176,1367.2896711324586,1.0242117317973811,1575613
2024-08-03 07:00:00,40.95753198553406,1415.2081685112926,1.6374627120173646,1575581
2024-08-03 07:05:00,42.491214782077314,1141.0616682168247,1.3247564870093995,1575569
2024-08-03 07:10:00,49.57701058851037,1331.5672472097026,1.1935648913595986,1575569
2024-08-03 07:15:00,46.64375554829842,1252.08329026938,1.2170145249965918,1575557
2024-08-03 07:20:00,42.351198981164806,1446.1661339008217,0.9217190844899887,1575541
2024-08-03 07:25:00,47.56633716556678,1632.8386540547185,0.9601944483257328,1575500
